customer_id,full_name,city,state,total_orders,total_spent,avg_order_value,customer_segment
1307,Cinda Rocha,Los Banos,CA,1,7482.136399999999,7482.136399999999,High Spender
1370,Rona Rojas,San Jose,CA,1,7439.981399999999,7439.981399999999,High Spender
390,Lorrie Pollard,Ronkonkoma,NY,1,7439.981399999999,7439.981399999999,High Spender
308,Mazie Fernandez,Webster,NY,1,7394.9644,7394.9644,High Spender
472,Myron Ruiz,Amityville,NY,1,7350.4645,7350.4645,High Spender
1245,Gabriela Warren,Long Beach,NY,1,7345.7374,7345.7374,High Spender
1125,Caleb England,Pleasanton,CA,1,7339.4195,7339.4195,High Spender
793,Chantay Maynard,Elmhurst,NY,1,7327.040100000001,7327.040100000001,High Spender
1043,Diane Jones,Fresh Meadows,NY,1,7256.773799999999,7256.773799999999,High Spender
675,Kermit Bowman,El Paso,TX,1,7253.619500000001,7253.619500000001,High Spender
540,Shery Randolph,Ontario,CA,1,7251.965499999999,7251.965499999999,High Spender
268,Trinity Riddle,Ballston Spa,NY,1,7211.7234,7211.7234,High Spender
394,Virgen Clemons,South El Monte,CA,1,7184.972399999999,7184.972399999999,High Spender
782,Ricki Bullock,Woodside,NY,1,7183.3227,7183.3227,High Spender
354,Tonda Armstrong,Sunnyside,NY,1,7179.9832,7179.9832,High Spender
726,Rochell Cantrell,Port Jefferson Station,NY,1,7176.214899999999,7176.214899999999,High Spender
76,Parker Prince,Port Jefferson Station,NY,2,7168.477800000001,3584.2389000000003,High Spender
1120,Karole Alvarez,East Northport,NY,1,7159.9557,7159.9557,High Spender
1162,Carmelina Sellers,Ithaca,NY,1,7157.353099999999,7157.353099999999,High Spender
84,Armand Whitehead,Lindenhurst,NY,2,7154.5445,3577.27225,High Spender
7,Latasha Hays,Buffalo,NY,3,7147.162899999999,2382.3876333333333,High Spender
242,Rutha Howell,Canyon Country,CA,1,7143.6644,7143.6644,High Spender
1151,Herminia Reyes,Centereach,NY,1,7139.954,7139.954,High Spender
985,Milagros Weber,Harlingen,TX,1,7130.5405,7130.5405,High Spender
672,Elma Molina,New Rochelle,NY,1,7111.0354,7111.0354,High Spender
569,Lucas Estes,Santa Monica,CA,1,7105.7751,7105.7751,High Spender
1150,Keturah Reid,Corpus Christi,TX,1,7091.936699999999,7091.936699999999,High Spender
125,Herlinda Stone,Canandaigua,NY,1,7067.962799999998,7067.962799999998,High Spender
1230,Jesus Burch,Desoto,TX,1,7063.463899999999,7063.463899999999,High Spender
1422,Tempie Jacobson,Smithtown,NY,1,7049.673,7049.673,High Spender
1314,Joeann Garrison,Ontario,CA,1,7045.1564,7045.1564,High Spender
538,Sherie Ayala,South El Monte,CA,1,7042.6724,7042.6724,High Spender
665,Stacie Sims,Oakland,CA,1,7040.846399999999,7040.846399999999,High Spender
626,Leigh Burke,Schenectady,NY,1,7022.962399999999,7022.962399999999,High Spender
1372,Renna Williams,South Ozone Park,NY,1,7021.1487,7021.1487,High Spender
417,Zoraida Patton,Huntington Station,NY,1,7004.840999999999,7004.840999999999,High Spender
51,Gertrud Rhodes,Merrick,NY,2,7000.058,3500.029,High Spender
1442,Cassie Cline,Brooklyn,NY,1,6987.2487,6987.2487,High Spender
57,Pamala Henry,Bronx,NY,2,6981.9401,3490.97005,High Spender
922,Elvia Cardenas,Massapequa,NY,1,6978.715099999999,6978.715099999999,High Spender
491,Celestine Jacobs,Massapequa,NY,1,6971.553699999999,6971.553699999999,High Spender
107,Cecil Hopper,Central Islip,NY,1,6961.0917,6961.0917,High Spender
481,Jayson Rutledge,Lake Jackson,TX,1,6947.9474,6947.9474,High Spender
895,Elaina Key,Plainview,NY,1,6929.1049,6929.1049,High Spender
349,Mable Pratt,Coachella,CA,1,6912.171499999999,6912.171499999999,High Spender
218,Casey Gill,Port Washington,NY,1,6902.465,6902.465,High Spender
754,Hue May,Valley Stream,NY,1,6887.1357,6887.1357,High Spender
314,Javier Nichols,Rowlett,TX,1,6872.9437,6872.9437,High Spender
276,Lavette Wright,Ronkonkoma,NY,1,6866.9384,6866.9384,High Spender
151,Joesph Delacruz,Atwater,CA,2,6863.6268,3431.8134,High Spender
866,Lynwood Jackson,Longview,TX,1,6843.9442,6843.9442,High Spender
176,Carley Reynolds,South El Monte,CA,2,6829.709200000001,3414.8546000000006,High Spender
837,Kellye Campbell,Baldwinsville,NY,1,6829.531,6829.531,High Spender
1015,Nichelle Rosario,Garden City,NY,1,6824.972399999999,6824.972399999999,High Spender
316,Hortencia Graham,Euless,TX,1,6815.9474,6815.9474,High Spender
505,Wilda Petersen,Jamaica,NY,1,6813.7535,6813.7535,High Spender
490,Yu Mcdonald,Ossining,NY,1,6804.9580000000005,6804.9580000000005,High Spender
689,Deirdre Ryan,Utica,NY,1,6803.9719,6803.9719,High Spender
1248,Bethany Herring,Port Jefferson Station,NY,1,6794.082,6794.082,High Spender
948,Siobhan Lang,Levittown,NY,1,6793.9655,6793.9655,High Spender
1089,Chere Mcfadden,Orchard Park,NY,1,6784.9567,6784.9567,High Spender
1426,Londa Gould,Corpus Christi,TX,1,6782.3368,6782.3368,High Spender
1159,Charlene Norris,Syosset,NY,1,6764.5727,6764.5727,High Spender
702,Sharie Whitaker,Merrick,NY,1,6762.1399,6762.1399,High Spender
1158,Vito Pickett,Canandaigua,NY,1,6754.9376,6754.9376,High Spender
631,Tressa Weiss,Ossining,NY,1,6749.973399999999,6749.973399999999,High Spender
366,Lavonne Anderson,Floral Park,NY,1,6744.774,6744.774,High Spender
1006,Marjory Leonard,Apple Valley,CA,1,6723.0765,6723.0765,High Spender
1126,Elmira Levy,Spring Valley,NY,1,6718.5542,6718.5542,High Spender
896,Stefani Gamble,New City,NY,1,6715.433999999999,6715.433999999999,High Spender
1012,Josephine Dale,Baldwinsville,NY,1,6712.8464,6712.8464,High Spender
1122,Cicely Deleon,Massapequa Park,NY,1,6701.455,6701.455,High Spender
56,Lolita Mosley,Houston,TX,3,6680.443899999998,2226.814633333333,High Spender
220,Lucio Sherman,Smithtown,NY,1,6672.2947,6672.2947,High Spender
379,Mina Carrillo,Uniondale,NY,1,6671.6012,6671.6012,High Spender
717,Kristofer Craig,Plainview,NY,1,6659.9627,6659.9627,High Spender
1137,Dottie Roberts,Port Washington,NY,1,6654.4734,6654.4734,High Spender
367,Blanca Hooper,Ozone Park,NY,1,6602.950500000001,6602.950500000001,High Spender
1424,Lashunda Cole,Monsey,NY,1,6591.976000000001,6591.976000000001,High Spender
372,Collene Roman,Wappingers Falls,NY,1,6578.9654,6578.9654,High Spender
571,Kaley Blanchard,Palos Verdes Peninsula,CA,1,6578.9291,6578.9291,High Spender
1359,Octavia Donaldson,Levittown,NY,1,6543.0622,6543.0622,High Spender
999,Latoya Johns,Ballston Spa,NY,1,6530.911899999999,6530.911899999999,High Spender
768,Yvone Yates,San Pablo,CA,1,6515.955,6515.955,High Spender
1347,Kate Barber,Saratoga Springs,NY,1,6495.972,6495.972,High Spender
306,Vikki Erickson,Kingston,NY,1,6489.5650000000005,6489.5650000000005,High Spender
568,Arcelia Vinson,West Islip,NY,1,6479.944,6479.944,High Spender
646,Ann Heath,South El Monte,CA,1,6468.2263,6468.2263,High Spender
52,Tu Ramirez,East Elmhurst,NY,2,6467.6551,3233.82755,High Spender
574,Adriene Rivera,Encino,CA,1,6462.4635,6462.4635,High Spender
97,Louanne Martin,Yuba City,CA,2,6450.952899999999,3225.4764499999997,High Spender
360,Van Peters,Houston,TX,1,6448.2907,6448.2907,High Spender
963,Anisha Lang,Rome,NY,1,6416.5944,6416.5944,High Spender
1024,Coleman Boyd,El Paso,TX,1,6412.554700000001,6412.554700000001,High Spender
579,Matilda Larson,Harlingen,TX,1,6397.4717,6397.4717,High Spender
972,Damian Mills,Long Beach,NY,1,6396.9647,6396.9647,High Spender
748,Oliva Blackwell,Elmhurst,NY,1,6382.9455,6382.9455,High Spender
1302,Verda Gilbert,East Northport,NY,1,6349.3635,6349.3635,High Spender
984,Ivette Warren,Franklin Square,NY,1,6335.663699999999,6335.663699999999,High Spender
484,Chelsey Boyd,Euless,TX,1,6332.9424,6332.9424,High Spender
1291,Shiloh Bates,Monsey,NY,1,6330.574699999999,6330.574699999999,High Spender
1048,Ji Burt,Apple Valley,CA,1,6319.946,6319.946,High Spender
1149,Drucilla Gilliam,Santa Clara,CA,1,6265.955,6265.955,High Spender
246,Dionne Norris,Niagara Falls,NY,1,6261.957399999999,6261.957399999999,High Spender
488,Joaquin Hawkins,Anaheim,CA,1,6259.265,6259.265,High Spender
696,Norine Huffman,Encino,CA,1,6240.553999999999,6240.553999999999,High Spender
1206,Mercy Brown,Hollis,NY,1,6239.2787,6239.2787,High Spender
1247,Tammie Cherry,Massapequa,NY,1,6239.093599999999,6239.093599999999,High Spender
124,Jeni Booker,South El Monte,CA,2,6235.5381,3117.76905,High Spender
882,Hilda Harvey,Ballston Spa,NY,1,6229.1214,6229.1214,High Spender
500,Moira Lester,Jackson Heights,NY,1,6196.6444,6196.6444,High Spender
1144,Jewel Sparks,Oakland Gardens,NY,1,6187.1539,6187.1539,High Spender
146,Stefany Potter,Saratoga Springs,NY,1,6183.5624,6183.5624,High Spender
111,Shila White,Orchard Park,NY,1,6177.772499999999,6177.772499999999,High Spender
758,Raymonde Garcia,Queensbury,NY,1,6169.963,6169.963,High Spender
212,Buford Bridges,Troy,NY,1,6155.9644,6155.9644,High Spender
724,Lois Steele,Ossining,NY,1,6152.6533,6152.6533,High Spender
1135,Alisia Albert,Garland,TX,1,6150.9367,6150.9367,High Spender
293,Tiny French,Plainview,NY,1,6102.963,6102.963,High Spender
1276,Shona Mcmillan,Apple Valley,CA,1,6089.983,6089.983,High Spender
1350,Annett Rush,Rosedale,NY,1,6089.930399999999,6089.930399999999,High Spender
36,Bernita Mcdaniel,Liverpool,NY,2,6079.943,3039.9715,High Spender
723,Vicki Wiggins,Wappingers Falls,NY,1,6074.048199999999,6074.048199999999,High Spender
1040,Shantae Hammond,Victoria,TX,1,6068.9490000000005,6068.9490000000005,High Spender
127,Erlinda Nielsen,Maspeth,NY,1,6034.965399999999,6034.965399999999,High Spender
426,Daisy Ward,Pomona,CA,1,6023.9545,6023.9545,High Spender
235,Jeromy Elliott,Bay Shore,NY,1,5989.965,5989.965,High Spender
919,Ruthanne Hoover,Torrance,CA,1,5989.9367,5989.9367,High Spender
1396,Delma Bailey,Anaheim,CA,1,5984.981,5984.981,High Spender
660,Shara Pope,Ridgecrest,CA,1,5959.0657,5959.0657,High Spender
1174,Aaron Knapp,Yonkers,NY,1,5927.551,5927.551,High Spender
352,Josef Greer,Jamaica,NY,1,5925.560100000001,5925.560100000001,High Spender
1316,Conrad Mueller,Massapequa,NY,1,5925.474700000001,5925.474700000001,High Spender
744,Laurel Schultz,Mount Vernon,NY,1,5923.9551,5923.9551,High Spender
1392,Trista Lambert,Fairport,NY,1,5922.4725,5922.4725,High Spender
577,Danille Mcfarland,Rocklin,CA,1,5909.6148,5909.6148,High Spender
749,Oralia Farley,Upland,CA,1,5893.554999999999,5893.554999999999,High Spender
1257,Rosamaria Meyer,Webster,NY,1,5893.5494,5893.5494,High Spender
1330,Karren Stevenson,San Carlos,CA,1,5891.162399999999,5891.162399999999,High Spender
179,Deane Sears,Pittsford,NY,1,5887.3424,5887.3424,High Spender
1021,Nicolas Carlson,Saint Albans,NY,1,5863.4454,5863.4454,High Spender
1057,Conchita Boone,Mount Vernon,NY,1,5851.9257,5851.9257,High Spender
1085,Adam Thornton,Central Islip,NY,1,5841.5215,5841.5215,High Spender
1152,Tuyet Rosa,South El Monte,CA,1,5841.0992,5841.0992,High Spender
862,Mellie Puckett,Fresh Meadows,NY,1,5835.858,5835.858,High Spender
486,Valeri Marshall,East Meadow,NY,1,5834.1357,5834.1357,High Spender
1310,Emanuel Mckee,Schenectady,NY,1,5833.974699999999,5833.974699999999,High Spender
640,Allison Nolan,New City,NY,1,5809.4774,5809.4774,High Spender
774,Nenita Mooney,Lawndale,CA,1,5806.037499999999,5806.037499999999,High Spender
863,Shonta Preston,Utica,NY,1,5801.933999999999,5801.933999999999,High Spender
833,Leone Emerson,Whitestone,NY,1,5779.8175,5779.8175,High Spender
1172,Katherin Clark,Pittsford,NY,1,5777.7667,5777.7667,High Spender
1119,Tora Dunlap,Monsey,NY,1,5775.5447,5775.5447,High Spender
461,Effie Jenkins,Brentwood,NY,1,5768.2144,5768.2144,High Spender
1215,Karl Stephens,Rockville Centre,NY,1,5745.955199999999,5745.955199999999,High Spender
1244,Trang Hardin,Depew,NY,1,5732.4652,5732.4652,High Spender
332,Reena Higgins,Canyon Country,CA,1,5728.9344,5728.9344,High Spender
1134,Sherril Alvarado,Desoto,TX,1,5723.7441,5723.7441,High Spender
327,Sharie Alvarez,New York,NY,1,5716.596,5716.596,High Spender
1112,Hollis Rasmussen,Massapequa,NY,1,5709.9555,5709.9555,High Spender
274,Josh Shaw,Hopewell Junction,NY,1,5701.1054,5701.1054,High Spender
1014,Ling Newman,South Richmond Hill,NY,1,5699.981,5699.981,High Spender
1365,Shenna Espinoza,Queensbury,NY,1,5699.981,5699.981,High Spender
1260,Phuong Wolf,Schenectady,NY,1,5686.5815,5686.5815,High Spender
281,Rayna Perry,Ozone Park,NY,1,5672.281,5672.281,High Spender
923,Randee Pitts,Canyon Country,CA,1,5671.1307,5671.1307,High Spender
81,Zina Bonner,San Lorenzo,CA,2,5660.9369,2830.46845,High Spender
208,Denis Logan,Ridgecrest,CA,2,5651.0267,2825.51335,High Spender
1321,Shantel Gregory,West Islip,NY,1,5644.9152,5644.9152,High Spender
1041,Bettye Espinoza,Oswego,NY,1,5627.956999999999,5627.956999999999,High Spender
1373,Lanora Robbins,West Babylon,NY,1,5600.0574,5600.0574,High Spender
903,Maira Long,Hicksville,NY,1,5588.5185,5588.5185,High Spender
1042,Larissa Hays,Elmont,NY,1,5588.3444,5588.3444,High Spender
567,Sheila Travis,Longview,TX,1,5579.962799999999,5579.962799999999,High Spender
565,Dagny Owen,San Angelo,TX,1,5578.1307,5578.1307,High Spender
1200,Aubrey Durham,Port Washington,NY,1,5565.5645,5565.5645,High Spender
958,Ciera Koch,Euless,TX,1,5557.3307,5557.3307,High Spender
762,Quyen Houston,Central Islip,NY,1,5537.981699999999,5537.981699999999,High Spender
998,Heather Chaney,Jamestown,NY,1,5528.957,5528.957,High Spender
1254,Dung Reid,Canyon Country,CA,1,5515.9647,5515.9647,High Spender
751,Hermila Mckay,Coachella,CA,1,5498.368,5498.368,High Spender
410,Conception Slater,Bellmore,NY,1,5478.9485,5478.9485,High Spender
1240,Bella Perez,Duarte,CA,1,5444.955999999999,5444.955999999999,High Spender
605,Renita Henry,New Rochelle,NY,1,5442.074,5442.074,High Spender
460,Romelia Myers,Garden City,NY,1,5440.362399999999,5440.362399999999,High Spender
99,Carie Kidd,Monroe,NY,1,5431.8955000000005,5431.8955000000005,High Spender
312,Cameron Carroll,Longview,TX,1,5419.973,5419.973,High Spender
1235,Georgina Gonzales,Endicott,NY,1,5417.9727,5417.9727,High Spender
1220,Carissa Cross,Huntington Station,NY,1,5404.055699999999,5404.055699999999,High Spender
100,Kellie Franco,Commack,NY,1,5399.982,5399.982,High Spender
530,Selene Austin,Duarte,CA,1,5382.0464,5382.0464,High Spender
110,Ollie Zimmerman,Anaheim,CA,2,5371.338,2685.669,High Spender
1280,Jackeline Colon,Wappingers Falls,NY,1,5342.1559,5342.1559,High Spender
961,Iva Wilcox,Kingston,NY,1,5338.9555,5338.9555,High Spender
1390,Genoveva Lloyd,Bayside,NY,1,5333.335,5333.335,High Spender
1303,Renay Atkins,Woodside,NY,1,5332.9467,5332.9467,High Spender
257,Earl Stanley,Elmhurst,NY,1,5315.9042,5315.9042,High Spender
364,Bev Chang,Ithaca,NY,1,5291.965,5291.965,High Spender
17,Caren Stephens,Scarsdale,NY,3,5275.326999999999,1758.4423333333332,High Spender
1259,Kimbery Nieves,San Carlos,CA,1,5270.944799999999,5270.944799999999,High Spender
1213,Yang Giles,San Angelo,TX,1,5244.955,5244.955,High Spender
1319,Claris Santiago,Newburgh,NY,1,5231.8529,5231.8529,High Spender
278,Myesha Burgess,Campbell,CA,1,5226.6626,5226.6626,High Spender
413,Ginette Edwards,Baldwin,NY,1,5225.9475,5225.9475,High Spender
142,Nicholas Vazquez,West Hempstead,NY,1,5224.9905,5224.9905,High Spender
643,Melba Wilkinson,Floral Park,NY,1,5224.5464,5224.5464,High Spender
1395,Eliseo Knight,Woodhaven,NY,1,5220.4734,5220.4734,High Spender
611,Ashleigh Frank,Levittown,NY,1,5219.982,5219.982,High Spender
917,Vernia Madden,Troy,NY,1,5219.982,5219.982,High Spender
361,Virgina Berg,Valley Stream,NY,1,5154.146699999999,5154.146699999999,High Spender
701,Alysia Nicholson,Oxnard,CA,1,5126.9531,5126.9531,High Spender
1273,Cheree Hale,Oswego,NY,1,5122.348,5122.348,High Spender
337,Majorie Wyatt,South Ozone Park,NY,1,5119.354,5119.354,High Spender
1268,Sung Chambers,Kingston,NY,1,5115.9641,5115.9641,High Spender
1313,Dante Grimes,Duarte,CA,1,5114.0907,5114.0907,High Spender
966,Novella Patel,Glen Cove,NY,1,5107.863799999999,5107.863799999999,High Spender
989,Loreen Byers,South Ozone Park,NY,1,5090.4175000000005,5090.4175000000005,High Spender
447,Chasidy Tran,Vista,CA,1,5080.623,5080.623,High Spender
217,Carline Collier,Fresno,CA,2,5073.0365,2536.51825,High Spender
428,Hipolito Padilla,New Rochelle,NY,1,5062.3384,5062.3384,High Spender
779,Major Merrill,Astoria,NY,1,5055.112999999999,5055.112999999999,High Spender
1334,Ashleigh Finch,Newburgh,NY,1,5024.1645,5024.1645,High Spender
1295,Alline Beasley,North Tonawanda,NY,1,5022.957399999999,5022.957399999999,High Spender
524,Larraine Horn,Utica,NY,1,5017.8551,5017.8551,High Spender
1233,Lise Hebert,Vista,CA,1,5015.7377,5015.7377,High Spender
1322,Ai Forbes,Franklin Square,NY,1,5014.9637,5014.9637,High Spender
1147,Kandace Ayers,Santa Monica,CA,1,5004.5978,5004.5978,High Spender
848,Ernestina Skinner,Elmhurst,NY,1,4991.9665,4991.9665,High Spender
1411,Shanda Stevenson,Freeport,NY,1,4960.4587,4960.4587,High Spender
912,Inocencia Key,Massapequa Park,NY,1,4949.991,4949.991,High Spender
1190,Romeo Steele,Port Jefferson Station,NY,1,4922.9485,4922.9485,High Spender
1397,Dewayne Herring,Webster,NY,1,4921.154399999999,4921.154399999999,High Spender
313,Melani Jarvis,Maspeth,NY,1,4918.366,4918.366,High Spender
216,Wai Soto,Bethpage,NY,1,4912.157,4912.157,High Spender
615,Jamika Blanchard,Fresh Meadows,NY,1,4911.4379,4911.4379,High Spender
603,Genevieve Juarez,New Hyde Park,NY,1,4890.365400000001,4890.365400000001,High Spender
459,Latosha Dalton,Bakersfield,CA,1,4877.406,4877.406,High Spender
773,Yolando Wade,Massapequa,NY,1,4873.9557,4873.9557,High Spender
440,Yevette Todd,Ballston Spa,NY,1,4863.968000000001,4863.968000000001,High Spender
163,Margert Stevens,Rome,NY,1,4851.1372,4851.1372,High Spender
973,Margaretta Clayton,Ridgecrest,CA,1,4835.376,4835.376,High Spender
1408,Eleanor Mendez,Port Chester,NY,1,4829.1825,4829.1825,High Spender
945,Krissy Ochoa,Port Washington,NY,1,4814.6255,4814.6255,High Spender
1078,Theresia Barron,Forest Hills,NY,1,4803.6301,4803.6301,High Spender
682,Arnita Thomas,Orchard Park,NY,1,4799.984,4799.984,High Spender
213,Elenore Hensley,Hamburg,NY,1,4789.734799999999,4789.734799999999,High Spender
819,Yahaira Robertson,Endicott,NY,1,4784.1587,4784.1587,High Spender
965,Margit Osborn,Plainview,NY,1,4781.9310000000005,4781.9310000000005,High Spender
1209,Deandrea Cox,Huntington,NY,1,4778.0236,4778.0236,High Spender
1378,Enoch Rosario,Fresno,CA,1,4776.0444,4776.0444,High Spender
23,Kaylee English,Hollis,NY,2,4775.9635,2387.98175,High Spender
400,Alfredo Dodson,Depew,NY,1,4766.8345,4766.8345,High Spender
288,Keturah Massey,Banning,CA,1,4765.4287,4765.4287,High Spender
1242,Chauncey Donaldson,Franklin Square,NY,1,4762.4631,4762.4631,High Spender
906,Erik Leblanc,Sugar Land,TX,1,4749.981,4749.981,High Spender
739,Bobbi Banks,Bayside,NY,1,4746.6324,4746.6324,High Spender
765,Spring Hayes,Ossining,NY,1,4737.2644,4737.2644,High Spender
478,Emmett Hahn,Freeport,NY,1,4700.0627,4700.0627,High Spender
396,Laverna Hernandez,Niagara Falls,NY,1,4699.9557,4699.9557,High Spender
1301,Raven Curtis,Lawndale,CA,1,4692.8641,4692.8641,High Spender
929,Thurman Ellis,Pleasanton,CA,1,4689.4559,4689.4559,High Spender
443,Ayana Keith,Oxnard,CA,1,4685.0969,4685.0969,High Spender
1169,Beatris Joyner,Spring Valley,NY,1,4665.5492,4665.5492,High Spender
197,Andy O'neill,Rego Park,NY,1,4655.0404,4655.0404,High Spender
555,Marry Benjamin,Forney,TX,1,4654.953,4654.953,High Spender
952,Aileen Marquez,Torrance,CA,1,4644.9130000000005,4644.9130000000005,High Spender
1425,Justina Jenkins,Shirley,NY,1,4639.984,4639.984,High Spender
1328,Cindie Franklin,Lawndale,CA,1,4633.8544,4633.8544,High Spender
885,Janna Hayden,Longview,TX,1,4624.9377,4624.9377,High Spender
742,Evelina Manning,Mount Vernon,NY,1,4617.758,4617.758,High Spender
280,Brenda Tate,San Angelo,TX,1,4616.0145,4616.0145,High Spender
199,Clelia Workman,New Windsor,NY,1,4571.0727,4571.0727,High Spender
223,Scarlet Yates,Patchogue,NY,1,4563.091,4563.091,High Spender
986,Marcel Lindsay,Ossining,NY,1,4544.8471,4544.8471,High Spender
1164,Patrina Tanner,Scarsdale,NY,1,4539.974,4539.974,High Spender
156,Charlyn Cantrell,West Islip,NY,1,4534.383,4534.383,High Spender
839,Carolann Russell,Glen Cove,NY,1,4521.8839,4521.8839,High Spender
736,Genny Hensley,Redondo Beach,CA,1,4507.6134,4507.6134,High Spender
1056,Rebbecca Espinoza,Mount Vernon,NY,1,4503.7459,4503.7459,High Spender
970,Ruth Horton,Hollis,NY,1,4499.991,4499.991,High Spender
1196,Ileana Holt,Patchogue,NY,1,4499.991,4499.991,High Spender
1202,Carmina Emerson,Banning,CA,1,4497.5817,4497.5817,High Spender
1129,Gilberto Sanders,Woodside,NY,1,4497.0048,4497.0048,High Spender
894,Nathaniel Richard,New Windsor,NY,1,4495.2725,4495.2725,High Spender
1062,Jerri Guthrie,Carmel,NY,1,4477.174,4477.174,High Spender
1354,Alexandria Zamora,Schenectady,NY,1,4475.4635,4475.4635,High Spender
1153,Ara Vazquez,San Carlos,CA,1,4466.6452,4466.6452,High Spender
344,Herta Rollins,Mountain View,CA,1,4464.6642,4464.6642,High Spender
554,Hilde Nieves,Campbell,CA,1,4459.2184,4459.2184,High Spender
566,Cinthia Poole,Lake Jackson,TX,1,4458.955,4458.955,High Spender
995,Amina Salazar,Canandaigua,NY,1,4447.724,4447.724,High Spender
1091,Risa Gallagher,Rocklin,CA,1,4445.0609,4445.0609,High Spender
711,Jovita Bishop,Staten Island,NY,1,4436.6034,4436.6034,High Spender
526,Lazaro Moran,Sugar Land,TX,1,4422.9400000000005,4422.9400000000005,High Spender
1419,Lurlene Cotton,Pleasanton,CA,1,4399.992,4399.992,High Spender
215,Judith Finley,Whitestone,NY,1,4397.9639,4397.9639,High Spender
606,Sarah Kirkland,Wappingers Falls,NY,1,4387.966,4387.966,High Spender
887,Graig Cannon,Syosset,NY,1,4369.3445,4369.3445,High Spender
910,Elenore William,Mcallen,TX,1,4334.0585,4334.0585,High Spender
756,Graig Roth,West Babylon,NY,1,4318.4515,4318.4515,High Spender
537,Carter Bentley,Carmel,NY,1,4318.0054,4318.0054,High Spender
931,Porter Bass,San Angelo,TX,1,4305.9576,4305.9576,High Spender
1362,Christiana Gross,Orchard Park,NY,1,4299.957,4299.957,High Spender
900,Jule Davenport,San Carlos,CA,1,4298.4537,4298.4537,High Spender
161,Crystle Gilliam,Smithtown,NY,1,4296.181500000001,4296.181500000001,High Spender
527,Afton Juarez,Coram,NY,1,4279.5725,4279.5725,High Spender
955,Delfina Gilliam,West Babylon,NY,1,4274.981,4274.981,High Spender
624,Sharika Colon,Long Beach,NY,1,4271.113399999999,4271.113399999999,High Spender
975,Annis Sanchez,Los Angeles,CA,1,4269.9572,4269.9572,High Spender
113,Eliana Silva,Farmingdale,NY,1,4236.3466,4236.3466,High Spender
807,Nathalie Knowles,West Islip,NY,1,4231.121999999999,4231.121999999999,High Spender
1433,Nicola Knight,Scarsdale,NY,1,4226.230500000001,4226.230500000001,High Spender
155,Lory Page,Bay Shore,NY,1,4214.973399999999,4214.973399999999,High Spender
1298,Trudy Riddle,Schenectady,NY,1,4214.9468,4214.9468,High Spender
781,Tajuana Riddle,Bayside,NY,1,4205.981699999999,4205.981699999999,High Spender
1269,Gustavo Gamble,Port Washington,NY,1,4204.5258,4204.5258,High Spender
1101,Louise Flowers,Depew,NY,1,4196.9552,4196.9552,High Spender
612,Gabriel Wagner,Ballston Spa,NY,1,4196.0278,4196.0278,High Spender
1097,Collen Dennis,San Pablo,CA,1,4195.3079,4195.3079,High Spender
1163,Carmela Hays,Lawndale,CA,1,4186.5267,4186.5267,High Spender
55,Diana Guerra,Merrick,NY,2,4183.6207,2091.81035,High Spender
1113,Kendra Harrington,Jamestown,NY,1,4171.9479,4171.9479,High Spender
831,Lory Berg,Oswego,NY,1,4169.981699999999,4169.981699999999,High Spender
861,Olympia Figueroa,Hopewell Junction,NY,1,4169.9815,4169.9815,High Spender
1096,Tonda Webb,Baldwinsville,NY,1,4169.3542,4169.3542,High Spender
1246,Dale Rasmussen,Kingston,NY,1,4167.846,4167.846,High Spender
1418,Penni Best,Anaheim,CA,1,4162.8555,4162.8555,High Spender
236,Verona O'neill,Selden,NY,1,4157.9724,4157.9724,High Spender
301,Annett Garrett,Scarsdale,NY,1,4156.6929,4156.6929,High Spender
335,Scarlet Reed,Bronx,NY,1,4147.662,4147.662,High Spender
1141,Mallie Osborn,Newburgh,NY,1,4135.9565,4135.9565,High Spender
338,Abbey Pugh,Forest Hills,NY,1,4132.992,4132.992,High Spender
1067,Lillia Gillespie,Rego Park,NY,1,4130.3445,4130.3445,High Spender
178,Genoveva Tyler,New York,NY,1,4125.556500000001,4125.556500000001,High Spender
62,Alica Hunter,East Elmhurst,NY,2,4122.1454,2061.0727,High Spender
1133,Dung King,West Islip,NY,1,4115.9724,4115.9724,High Spender
1376,Kimberley Reynolds,Port Washington,NY,1,4109.065,4109.065,High Spender
760,Marisa Chambers,Amityville,NY,1,4105.112999999999,4105.112999999999,High Spender
619,Ana Palmer,Anaheim,CA,1,4100.4359,4100.4359,High Spender
202,Marni Bolton,Lancaster,NY,1,4095.0138,4095.0138,High Spender
162,Kam Wilder,Newburgh,NY,1,4094.8481,4094.8481,High Spender
1175,Sindy Anderson,Pomona,CA,1,4092.8567,4092.8567,High Spender
691,Ladawn Downs,Houston,TX,1,4067.664,4067.664,High Spender
1072,Maryalice Henry,Richardson,TX,1,4064.8377,4064.8377,High Spender
946,Angella Bridges,Pittsford,NY,1,4062.3334,4062.3334,High Spender
801,Ophelia Rodgers,Hopewell Junction,NY,1,4044.848700000001,4044.848700000001,High Spender
1263,Rufina Chandler,New Hyde Park,NY,1,4044.783,4044.783,High Spender
395,Fairy Robinson,Liverpool,NY,1,4041.1537,4041.1537,High Spender
600,Joi Reeves,San Diego,CA,1,4038.5027,4038.5027,High Spender
806,Reyes Merritt,Staten Island,NY,1,4037.9647,4037.9647,High Spender
74,Georgeann Waller,North Tonawanda,NY,2,4036.9719999999998,2018.4859999999999,High Spender
